date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:58:48	5633/5633	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Apr%202017%2015:35:34%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/new-royalslider/lib/royalslider/skins/universal/rs-universal.png	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/new-royalslider/lib/royalslider/skins/universal/rs-universal.png	(from https://canadaconstructionlimited.ca/wp-content/plugins/new-royalslider/lib/royalslider/skins/universal/rs-universal.css?ver=3.2.6)
15:58:49	869/869	---M--	200	added ('OK')	image/gif	date:Tue,%2018%20Apr%202017%2015:35:34%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/new-royalslider/lib/royalslider/skins/preloaders/preloader-white.gif	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/new-royalslider/lib/royalslider/skins/preloaders/preloader-white.gif	(from https://canadaconstructionlimited.ca/wp-content/plugins/new-royalslider/lib/royalslider/skins/universal/rs-universal.css?ver=3.2.6)
15:58:50	2480/2480	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202017%2009:59:20%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/05/dark-bg.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/05/dark-bg.jpg	(from https://canadaconstructionlimited.ca/wp-content/themes/ccl-child/style.css?ver=0008cb8d37357d786544de63ffad24da)
15:58:51	7130/7130	---M--	200	added ('OK')	text/css	date:Wed,%2019%20Apr%202017%2014:26:03%20GMT	https://canadaconstructionlimited.ca/wp-content/themes/ccl-child/responsive.css?ver=0008cb8d37357d786544de63ffad24da	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/themes/ccl-child/responsive7938.css	(from https://canadaconstructionlimited.ca/)
15:58:56	143389/143389	---M--	200	added ('OK')	image/png	date:Thu,%2012%20May%202016%2020:53:56%20GMT	https://canadaconstructionlimited.ca/wp-content/themes/ccl/img/patt4.png	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/themes/ccl/img/patt4.png	(from https://canadaconstructionlimited.ca/wp-content/uploads/fitwp-css/custom.css?ver=1516810670)
15:58:59	2327/2327	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Dec%202021%2010:28:55%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2F	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embed3b4c	(from https://canadaconstructionlimited.ca/)
15:59:16	230946/230946	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Apr%202017%2018:56:54%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/projects-title.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/projects-title.jpg	(from https://canadaconstructionlimited.ca/projects/)
15:59:17	44387/44387	---M--	200	added ('OK')	image/jpeg	date:Thu,%2017%20Nov%202016%2004:04:17%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2016/11/20161007_144454-670x360.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2016/11/20161007_144454-670x360.jpg	(from https://canadaconstructionlimited.ca/projects/)
15:59:21	41082/41082	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:44:29%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_3995-e1491759864250-670x360.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_3995-e1491759864250-670x360.jpg	(from https://canadaconstructionlimited.ca/projects/)
15:59:21	63219/63219	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:37:11%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4097-670x360.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4097-670x360.jpg	(from https://canadaconstructionlimited.ca/projects/)
15:59:29	17852/17852	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:55:24%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_2815-670x360.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_2815-670x360.jpg	(from https://canadaconstructionlimited.ca/projects/)
15:59:35	26918/26918	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Dec%202021%2010:29:32%20GMT	https://canadaconstructionlimited.ca/projects/ttc-inglis-building/	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/projects/ttc-inglis-building/index.html	(from https://canadaconstructionlimited.ca/projects/)
15:59:36	25297/25297	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Dec%202021%2010:29:34%20GMT	https://canadaconstructionlimited.ca/projects/newmarket-community-health-services-department/	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/projects/newmarket-community-health-services-department/index.html	(from https://canadaconstructionlimited.ca/projects/)
15:59:43	28887/28887	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Dec%202021%2010:29:40%20GMT	https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/index.html	(from https://canadaconstructionlimited.ca/projects/)
15:59:47	24503/24503	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Dec%202021%2010:29:45%20GMT	https://canadaconstructionlimited.ca/about/	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/about/index.html	(from https://canadaconstructionlimited.ca/)
15:59:48	24346/24346	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Dec%202021%2010:29:45%20GMT	https://canadaconstructionlimited.ca/careers/	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/careers/index.html	(from https://canadaconstructionlimited.ca/)
15:59:51	2179/2179	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Dec%202021%2010:29:48%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Fcontact%2F	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embed1bee.json	(from https://canadaconstructionlimited.ca/contact/)
15:59:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Dec%202021%2010:29:52%20GMT	https://canadaconstructionlimited.ca/?p=2029	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/index7b09.html	(from https://canadaconstructionlimited.ca/contact/)
15:59:58	2262/2262	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Dec%202021%2010:29:56%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Fcontact%2F&format=xml	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embed5482	(from https://canadaconstructionlimited.ca/contact/)
16:00:06	17995/17995	---M--	200	added ('OK')	text/css	date:Sat,%2003%20Nov%202018%2016:40:10%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/css/wpgmza_style.css?ver=7.10.43	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/css/wpgmza_stylee272.css	(from https://canadaconstructionlimited.ca/contact/)
16:00:23	6041/6041	---M--	200	added ('OK')	text/css	date:Sat,%2003%20Nov%202018%2016:40:21%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/remodal-default-theme.css?ver=0008cb8d37357d786544de63ffad24da	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/remodal-default-theme7938.css	(from https://canadaconstructionlimited.ca/contact/)
16:00:24	2102/2102	---M--	200	added ('OK')	application/javascript	date:Sat,%2003%20Nov%202018%2016:40:23%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/CanvasLayerOptions.js?ver=0008cb8d37357d786544de63ffad24da	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/CanvasLayerOptions7938.js	(from https://canadaconstructionlimited.ca/contact/)
16:00:25	16050/16050	---M--	200	added ('OK')	application/javascript	date:Sat,%2003%20Nov%202018%2016:40:23%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/CanvasLayer.js?ver=0008cb8d37357d786544de63ffad24da	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/CanvasLayer7938.js	(from https://canadaconstructionlimited.ca/contact/)
16:00:28	82812/82812	---M--	200	added ('OK')	application/javascript	date:Sat,%2003%20Nov%202018%2016:40:19%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/js/jquery.dataTables.min.js?ver=0008cb8d37357d786544de63ffad24da	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/js/jquery.dataTables.min7938.js	(from https://canadaconstructionlimited.ca/contact/)
16:00:29	4035/4035	---M--	200	added ('OK')	application/javascript	date:Sat,%2003%20Nov%202018%2016:40:19%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/jquery-cookie.js?ver=0008cb8d37357d786544de63ffad24da	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/jquery-cookie7938.js	(from https://canadaconstructionlimited.ca/contact/)
16:00:30	7830/7830	---M--	200	added ('OK')	application/javascript	date:Sat,%2003%20Nov%202018%2016:40:23%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/remodal.min.js?ver=0008cb8d37357d786544de63ffad24da	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/remodal.min7938.js	(from https://canadaconstructionlimited.ca/contact/)
16:00:35	82157/82157	---M--	200	added ('OK')	application/javascript	date:Sat,%2003%20Nov%202018%2016:40:21%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/spectrum.js?ver=0008cb8d37357d786544de63ffad24da	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/wp-google-maps/lib/spectrum7938.js	(from https://canadaconstructionlimited.ca/contact/)
16:00:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Dec%202021%2010:30:49%20GMT	https://canadaconstructionlimited.ca/?p=2337	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/index6cf9.html	(from https://canadaconstructionlimited.ca/request-a-quote/)
16:00:50	2219/2219	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Dec%202021%2010:30:48%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Frequest-a-quote%2F	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embedfe6d.json	(from https://canadaconstructionlimited.ca/request-a-quote/)
16:00:55	2302/2302	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Dec%202021%2010:30:52%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Frequest-a-quote%2F&format=xml	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embed7064	(from https://canadaconstructionlimited.ca/request-a-quote/)
16:01:04	348148/348148	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202016%2018:56:21%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2015/08/toronto-buildings-e1463338581922.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2015/08/toronto-buildings-e1463338581922.jpg	(from https://canadaconstructionlimited.ca/)
16:01:30	184748/184748	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:39:57%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-9-1024x768.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-9-1024x768.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:01:37	3838913/3838913	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:37:03%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4097.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4097.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:01:38	154532/154532	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:37:39%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-1-1024x768.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-1-1024x768.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:01:43	318499/318499	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:37:35%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-1.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-1.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:01:44	2861/2861	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:58%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-1-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-1-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:01:46	204874/204874	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:38:08%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-2-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-2-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:01:55	3451/3451	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:58%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-2-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-2-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:04	273114/273114	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:37:49%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-2.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-2.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:04	3506/3506	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:58%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-3-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-3-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:06	200984/200984	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:38:29%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-3-1024x768.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-3-1024x768.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:08	214787/214787	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:38:47%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-4-1024x768.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-4-1024x768.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:33	3669/3669	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:58%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-5-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-5-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:36	456186/456186	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:38:57%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-5.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-5.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:40	143465/143465	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:39:14%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-6-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-6-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:49	3182/3182	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:59%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-6-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-6-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:54	231574/231574	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:39:28%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-7-1024x768.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-7-1024x768.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:02:59	3819/3819	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:59%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-7-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-7-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:03:00	487654/487654	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:39:24%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-7.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-7.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:03:04	175337/175337	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:39:41%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-8-1024x768.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-8-1024x768.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:03:10	3193/3193	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:58%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-8-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/cloud-gardens-8-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/cloud-gardens-conservatory/)
16:03:14	248020/248020	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:45:00%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_3995-e1491759899481.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_3995-e1491759899481.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Dec%202021%2010:33:13%20GMT	https://canadaconstructionlimited.ca/?p=2631	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/index0df1.html	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:16	2516/2516	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Dec%202021%2010:33:13%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Fprojects%2Fnashdene-yard-new-prefabricated-canopy%2F	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embedd32f.json	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:27	125923/125923	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:41:55%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-1-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-1-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:32	2403/2403	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:59:48%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-1-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-1-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:33	158720/158720	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:41:52%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-1.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-1.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:35	99331/99331	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:42:05%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-2-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-2-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:38	2290/2290	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:59:48%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-2-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-2-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:38	128259/128259	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:42:02%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-2.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-2.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:45	121921/121921	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:42:18%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-3-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-3-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:46	160584/160584	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:42:14%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-3.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-3.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:47	2504/2504	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:59:48%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-3-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-3-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:52	111060/111060	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:42:29%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-4-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-4-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
16:03:57	2313/2313	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:59:49%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-4-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/nashdene-4-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/nashdene-yard-new-prefabricated-canopy/)
